imagen,clase
/content/drive/MyDrive/dataset/80211g24M/11g24m_2_2p_parte2.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_5_2p_parte1.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_3_2p_parte1.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_4_2p_parte1.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_3_2p_parte2.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_2_2p_parte1.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_4_2p_parte2.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_5_2p_parte2.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_1_4p_parte2.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_1_4p_parte4.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_1_4p_parte3.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_1_4p_parte1.png,80211g24M
