imagen,clase
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_2_2p_parte1.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_4_2p_parte2.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_3_2p_parte1.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_5_2p_parte2.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_5_2p_parte1.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_3_2p_parte2.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_2_2p_parte2.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_4_2p_parte1.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_1_4p_parte1.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_1_4p_parte4.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_1_4p_parte3.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_1_4p_parte2.png,80211nMcs4
