imagen,clase
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_4_2p_parte2.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_4_2p_parte1.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_2_2p_parte1.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_2_2p_parte2.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_5_2p_parte2.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_5_2p_parte1.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_3_2p_parte1.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_3_2p_parte2.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_1_4p_parte3.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_1_4p_parte1.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_1_4p_parte4.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_1_4p_parte2.png,80211nMcs6
