imagen,clase
/content/drive/MyDrive/dataset/80211nMcs5/11nmcs5_3_2p_parte2.png,80211nMcs5
/content/drive/MyDrive/dataset/80211nMcs5/11nmcs5_4_2p_parte2.png,80211nMcs5
/content/drive/MyDrive/dataset/80211nMcs5/11nmcs5_3_2p_parte1.png,80211nMcs5
/content/drive/MyDrive/dataset/80211nMcs5/11nmcs5_5_2p_parte1.png,80211nMcs5
/content/drive/MyDrive/dataset/80211nMcs5/11nmcs5_5_2p_parte2.png,80211nMcs5
/content/drive/MyDrive/dataset/80211nMcs5/11nmcs5_4_2p_parte1.png,80211nMcs5
/content/drive/MyDrive/dataset/80211nMcs5/11nmcs5_1_4p_parte1.png,80211nMcs5
/content/drive/MyDrive/dataset/80211nMcs5/11nmcs5_1_4p_parte2.png,80211nMcs5
/content/drive/MyDrive/dataset/80211nMcs5/11nmcs5_1_4p_parte3.png,80211nMcs5
/content/drive/MyDrive/dataset/80211nMcs5/11nmcs5_2_4p_parte4.png,80211nMcs5
/content/drive/MyDrive/dataset/80211nMcs5/11nmcs5_1_4p_parte4.png,80211nMcs5
/content/drive/MyDrive/dataset/80211nMcs5/11nmcs5_2_4p_parte2.png,80211nMcs5
/content/drive/MyDrive/dataset/80211nMcs5/11nmcs5_2_4p_parte1.png,80211nMcs5
/content/drive/MyDrive/dataset/80211nMcs5/11nmcs5_2_4p_parte3.png,80211nMcs5
