imagen,clase
/content/drive/MyDrive/dataset/80211g12M/11g12m_3_2p_parte2.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_2_2p_parte2.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_3_2p_parte1.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_4_2p_parte2.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_5_2p_parte2.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_5_2p_parte1.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_4_2p_parte1.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_2_2p_parte1.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_1_4p_parte2.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_1_4p_parte1.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_1_4p_parte4.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_1_4p_parte3.png,80211g12M
