imagen,clase
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_4_2p_parte2.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_2_2p_parte2.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_3_2p_parte2.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_5_2p_parte1.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_4_2p_parte1.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_5_2p_parte2.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_3_2p_parte1.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_2_2p_parte1.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_1_4p_parte2.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_1_4p_parte1.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_1_4p_parte4.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_1_4p_parte3.png,80211nMcs7
